BarackObama,9.27E+17,6.11.17 00:51,b'May God also grant all of us the wisdom to ask what concrete steps we can take to reduce the violence and weaponry in our midst.',4,117826,508959,4,4
BarackObama,9.27E+17,6.11.17 00:51,"b'We grieve with all the families in Sutherland Springs harmed by this act of hatred, and we\xe2\x80\x99ll stand with the survivors as they recover...'",0,97149,548726,0,4
BarackObama,9.26E+17,1.11.17 13:06,"b'Starting today, you can sign up for 2018 health coverage. Head on over to https://t.co/ob1Ynoesod and find a plan t\xe2\x80\xa6 https://t.co/6eN1Y5TQGV'",0,137243,257152,0,0
BarackObama,9.26E+17,1.11.17 00:56,"b""Michelle and I are thinking of the victims of today's attack in NYC and everyone who keeps us safe. New Yorkers are as tough as they come.""",4,103901,707032,4,4
BarackObama,9.25E+17,30.10.17 21:36,"b'Hello, #ObamaSummit! Thrilled to host civic leaders in Chicago from all over the world. Follow along at @ObamaFoundation.'",4,21590,180732,4,0
BarackObama,9.23E+17,23.10.17 22:03,"b'I\xe2\x80\x99ll let you and @ladygaga handle the singing, and we\xe2\x80\x99ll handle the donations. There\xe2\x80\x99s still time to give:\xe2\x80\xa6 https://t.co/0NnaR3bozh'",-4,54886,310110,-4,0
BarackObama,9.22E+17,22.10.17 00:02,b'Tonight the ex-Presidents are getting together in Texas to support all our fellow Americans rebuilding from this ye\xe2\x80\xa6 https://t.co/nFSou6JC6n',0,83715,504408,0,0
BarackObama,9.20E+17,16.10.17 22:59,"b""I'm grateful to @SenJohnMcCain for his lifetime of service to our country. Congratulations, John, on receiving this year's Liberty Medal.""",0,92365,677195,0,0
BarackObama,9.15E+17,2.10.17 12:41,b'Michelle &amp; I are praying for the victims in Las Vegas. Our thoughts are with their families &amp; everyone enduring another senseless tragedy.',0,399469,1708065,4,4
BarackObama,9.14E+17,30.9.17 02:22,b'Proud to cheer on Team USA at the Invictus Games today with my friend Joe. You represent the best of our country. https://t.co/WBzcltmgqj',4,60913,508950,4,4
BarackObama,9.13E+17,26.9.17 17:03,"b""We're expanding our efforts to help Puerto Rico &amp; the USVI, where our fellow Americans need us right now. Join us a\xe2\x80\xa6 https://t.co/gkrp1RwXR4""",4,113391,336767,4,4
BarackObama,9.12E+17,25.9.17 23:36,"b'Prosecutor, soldier, family man, citizen. Beau made us want to be better. What a legacy to leave. What a testament\xe2\x80\xa6 https://t.co/XDtkLu32wd'",4,58399,329897,4,0
BarackObama,9.11E+17,20.9.17 16:32,b'RT @gatesfoundation: President @BarackObama addresses #Goalkeepers17 starting at 12:40 PM. Tune in here: https://t.co/XmHBErSHYw',0,2878,0,0,0
BarackObama,9.10E+17,20.9.17 02:30,b'Thinking about our neighbors in Mexico and all our Mexican-American friends tonight. Cuidense mucho y un fuerte abrazo para todos.',0,442562,1491706,0,0
BarackObama,9.10E+17,18.9.17 20:07,"b'Coding is important \xe2\x80\x93 and fun. @CSforAll, thanks for your work to make sure every kid can compete in a high-tech, g\xe2\x80\xa6 https://t.co/xwlnvxsjKb'",4,31573,152691,4,4
BarackObama,9.08E+17,13.9.17 14:08,"b""Michelle and I want the @ObamaFoundation to inspire and empower people to change the world. Here's how we're gettin\xe2\x80\xa6 https://t.co/xY0UhBSvqp""",0,65378,264058,0,0
BarackObama,9.07E+17,11.9.17 15:32,b'We remember everyone we lost on 9/11 and honor all who defend our country and our ideals. No act of terror will ever change who we are.',0,345640,1373761,4,4
BarackObama,9.07E+17,10.9.17 15:56,"b'RT @GeorgeHWBush: Across the U.S., Americans have answered the call to help with hurricane recovery. Praying for all Floridians. #Irma http\xe2\x80\xa6'",0,6710,0,4,0
BarackObama,9.06E+17,8.9.17 21:34,b'Proud of these McKinley Tech students\xe2\x80\x94inspiring young minds that make me hopeful about our future. https://t.co/nqYC1mjjTB',4,31515,238520,4,4
BarackObama,9.06E+17,7.9.17 23:06,b'Americans always answer the call. https://t.co/SV1jixOExu https://t.co/ktEvL6s89d',0,100895,335303,-4,0
BarackObama,9.05E+17,5.9.17 18:52,"b'To target hopeful young strivers who grew up here is wrong, because they\xe2\x80\x99ve done nothing wrong. My statement: https://t.co/TCxZdld7L4'",-4,385065,924537,-4,4
BarackObama,9.02E+17,27.8.17 23:14,"b""Thank you to all the first responders and people helping each other out. That's what we do as Americans. Here's one\xe2\x80\xa6 https://t.co/I3RHWyZe31""",4,245774,834644,4,4
BarackObama,8.98E+17,17.8.17 19:15,b'Michelle and I are thinking of the victims and their families in Barcelona. Americans will always stand with our Spanish friends. Un abrazo.',0,319346,1617866,4,4
BarackObama,8.97E+17,13.8.17 00:06,"b'""...For love comes more naturally to the human heart than its opposite."" - Nelson Mandela'",4,412184,1410897,4,4
BarackObama,8.97E+17,13.8.17 00:06,"b'""People must learn to hate, and if they can learn to hate, they can be taught to love...""'",-4,498180,1581804,0,0
BarackObama,8.97E+17,13.8.17 00:06,"b'""No one is born hating another person because of the color of his skin or his background or his religion..."" https://t.co/InZ58zkoAm'",0,1716883,4599506,0,0
BarackObama,8.88E+17,20.7.17 00:49,"b""John McCain is an American hero &amp; one of the bravest fighters I've ever known. Cancer doesn't know what it's up against. Give it hell, John.""",0,413519,2090328,4,-4
BarackObama,8.78E+17,22.6.17 19:41,"b""Health care has always been about something bigger than politics: it's about the character of our country. https://t.co/UqLO14Hef7""",0,131439,445181,0,4
BarackObama,8.76E+17,18.6.17 15:09,"b""Of all that I've done in my life, I'm most proud to be Sasha and Malia's dad. To all those lucky enough to be a dad\xe2\x80\xa6 https://t.co/XSqMhcSuvR""",4,255655,1364261,4,0
BarackObama,8.71E+17,2.6.17 17:35,"b'On this National Gun Violence Awareness Day, let your voice be heard and show your commitment to reducing gun viole\xe2\x80\xa6 https://t.co/S7dth6Ywb0'",0,72668,391734,0,4
BarackObama,8.69E+17,29.5.17 13:09,b'Forever grateful for the service and sacrifice of all who fought to protect our freedoms and defend this country we\xe2\x80\xa6 https://t.co/BwRS0onlOL',0,131813,706158,0,4
BarackObama,8.68E+17,27.5.17 13:15,b'Good to see my friend Prince Harry in London to discuss the work of our foundations &amp; offer condolences to victims\xe2\x80\xa6 https://t.co/f1U8It8AmE',4,75402,497046,4,4
BarackObama,8.68E+17,25.5.17 14:13,"b'Through faith, love, and resolve the character of the people of Manchester has shown itself.  Our thoughts &amp; prayer\xe2\x80\xa6 https://t.co/xyMer891Zo'",4,43300,220408,4,0
BarackObama,8.67E+17,23.5.17 16:56,b'Our hearts go out to those killed and wounded in Manchester. Americans will always stand shoulder to shoulder with the people of the UK.',-4,222820,1039515,4,4
BarackObama,8.67E+17,22.5.17 21:16,"b'Excited to hear from Sierra, Imani, Filiz, and Benedikt who are making a difference at home and abroad. See you in\xe2\x80\xa6 https://t.co/bF1kB1GvxC'",4,10063,84344,-4,0
BarackObama,8.64E+17,14.5.17 14:01,"b""Happy Mother's Day to my love and partner on this journey @MichelleObama, and to all the wonderful, hardworking mothers out there.""",4,112592,736590,4,4
BarackObama,8.60E+17,3.5.17 19:42,"b""We're rolling up our sleeves again, back where it all started. Join us at https://t.co/GYkEOK8EuT. https://t.co/UlyvNrQvZR""",0,24164,123052,0,0
BarackObama,8.59E+17,2.5.17 17:19,"b""Well said, Jimmy. That's exactly why we fought so hard for the ACA, and why we need to protect it for kids like Bil\xe2\x80\xa6 https://t.co/jB3LXT94Ok""",-4,130336,506578,-4,0
BarackObama,8.57E+17,24.4.17 19:48,b'RT @ObamaFoundation: It\xe2\x80\x99s a beautiful day on the South Side. https://t.co/PtoaFbww0s',4,12126,0,4,4
BarackObama,8.45E+17,23.3.17 13:00,b'My heart goes out to the victims and their families in London. No act of terror can shake the strength and resilience of our British ally.',0,144362,818623,-4,-4
BarackObama,8.43E+17,19.3.17 15:51,"b""Chuck Berry rolled over everyone who came before him \xe2\x80\x93 and turned up everyone who came after.  We'll miss you, Chuck.  Be good.""",4,67661,405397,0,4
BarackObama,8.40E+17,8.3.17 21:14,"b'On International Women\xe2\x80\x99s Day, @MichelleObama and I are inspired by all of you who embrace your power to drive chang\xe2\x80\xa6 https://t.co/Er9mIQlmgr'",0,52116,275528,4,0
BarackObama,8.37E+17,2.3.17 19:00,b'RT @ObamaFoundation: Courage comes in many forms. Who in your local community or neighborhood leads by example? #ProfileInCourage https://t\xe2\x80\xa6',4,6960,0,4,4
BarackObama,8.37E+17,2.3.17 15:22,"b""Humbled to be recognized by a family with a legacy of service. Who's your #ProfileInCourage? Tell me about them:\xe2\x80\xa6 https://t.co/25Ohhab8Xn""",0,18720,106392,0,0
BarackObama,8.33E+17,17.2.17 19:37,b'We asked. You answered. https://t.co/mAJvko6VqR',0,27056,118790,0,0
BarackObama,8.32E+17,14.2.17 15:34,"b'Happy Valentine\xe2\x80\x99s Day, @michelleobama! Almost 28 years with you, but it always feels new. https://t.co/O0UhJWoqGN'",4,259769,1111457,4,0
BarackObama,8.23E+17,22.1.17 18:07,b'I read letters like these every single day. It was one of the best parts of the job \xe2\x80\x93 hearing from you. https://t.co/so1luBcszV',4,35813,239788,4,4
BarackObama,8.23E+17,20.1.17 21:17,b'RT @ObamaFoundation: Add your voice: https://t.co/mA9MSHmi7o https://t.co/Uf7oEvkZF3',0,49841,0,0,0
BarackObama,8.23E+17,20.1.17 21:05,"b""In the meantime, I want to hear what you're thinking about the road ahead. So share your ideas with me here: https://t.co/GYkEOK8EuT""",0,53732,238770,0,0
BarackObama,8.23E+17,20.1.17 21:04,"b'Hi everybody! Back to the original handle. Is this thing still on? Michelle and I are off on a quick vacation, then we\xe2\x80\x99ll get back to work.'",4,433169,1861295,4,-4
BarackObama,8.19E+17,10.1.17 23:44,"b'Tonight, President Obama reflects on eight years of progress. Watch the #FarewellAddress at 9 pm ET: https://t.co/ZnwTsg155B #ObamaFarewell'",0,13870,76161,0,0
BarackObama,7.95E+17,5.11.16 16:31,"b'RT @OFA: ""Thanks to the Affordable Care Act, your coverage is better today than it was before.""\n\nWatch the weekly address: https://t.co/Pfk\xe2\x80\xa6'",4,3963,0,4,0
BarackObama,7.95E+17,5.11.16 15:38,"b'In the weekly address, President Obama discusses what #Obamacare has done to improve health care. https://t.co/VdQlyrSZhx'",0,4624,29176,0,0
BarackObama,7.95E+17,4.11.16 22:16,"b""Let's keep working to keep our economy on a better, stronger course. https://t.co/bV2BVjyj7a""",4,9506,46358,4,4
BarackObama,7.95E+17,4.11.16 18:25,b'The landmark #ParisAgreement enters into force today\xe2\x80\x94we must keep up the momentum to #ActOnClimate. https://t.co/Cyw5Udaoro',0,6177,25353,0,0
BarackObama,7.95E+17,4.11.16 16:12,"b'The economy added 161,000 jobs in October, and wages are up 2.8 percent over the past year. https://t.co/pJxjgLnjCt #JobsReport'",-4,3989,17603,4,0
BarackObama,7.94E+17,3.11.16 21:02,"b""There are a lot of plans out there. Check your options and lock in the one that's best for you: https://t.co/buFY9ozDz4 #GetCovered""",4,1579,9039,4,4
BarackObama,7.94E+17,3.11.16 19:08,"b""The positive impact of #Obamacare is undeniable, but there's one big factor holding many states back: https://t.co/7XebIdRX34""",4,1945,11344,4,0
BarackObama,7.94E+17,3.11.16 17:22,"b""RT @POTUS: It happened: @Cubs win World Series. That's change even this South Sider can believe in. Want to come to the White House before\xe2\x80\xa6""",4,72983,0,0,0
BarackObama,7.94E+17,2.11.16 18:22,"b""Tens of millions of Americans have benefited from #Obamacare. Make sure you're one of them. #GetCovered https://t.co/e1KoXcPtpU""",4,2238,11724,4,4
BarackObama,7.94E+17,2.11.16 15:13,"b'Thanks to #Obamacare, quality health care is available to everyone. The marketplace is now open\xe2\x80\x94make sure you and y\xe2\x80\xa6 https://t.co/89gl6pzMGD'",4,3268,14642,4,0
BarackObama,7.94E+17,2.11.16 00:15,b'RT @lacasablanca: La t\xc3\xadpica Latina tarda 22 meses en ganar lo que un hombre blanco gana en 12 meses. Tenemos que cerrar la brecha salarial.\xe2\x80\xa6',0,1779,0,0,0
BarackObama,7.94E+17,1.11.16 22:26,"b'RT @WhiteHouse: On #LatinaEqualPay Day, we mark the work that remains to ensure that all Americans receive equal pay for equal work. https:\xe2\x80\xa6'",0,2462,0,0,0
BarackObama,7.94E+17,1.11.16 20:17,b'Community organizing never goes out of style. Shop now: https://t.co/LXEbQdKLLT https://t.co/E56ofoU36i',0,1000,6210,0,0
BarackObama,7.94E+17,1.11.16 17:55,"b'With #Obamacare, people can focus on treatment for pre-existing conditions without the fear of coverage being cappe\xe2\x80\xa6 https://t.co/jvdFY87XBu'",0,2335,10399,0,0
BarackObama,7.93E+17,1.11.16 15:54,"b""The Obamacare marketplace is now open. If you're uninsured, now is the time to shop for a plan and #GetCovered.\xe2\x80\xa6 https://t.co/Spjlga4eTT""",0,1111,5536,0,0
BarackObama,7.93E+17,31.10.16 22:17,b'RT @FLOTUS: Open enrollment starts tomorrow! Check out your options at https://t.co/dg57hwz5of and share your #GetCovered story. https://t.\xe2\x80\xa6',0,3415,0,0,0
BarackObama,7.93E+17,31.10.16 22:09,b'Lions and Tiggers and bears! Oh my! #HappyHalloween https://t.co/iU4fjBhi0Y',0,6918,33379,4,0
BarackObama,7.93E+17,31.10.16 20:12,b'Usted y su familia merecen la tranquilidad de saber que est\xc3\xa1n cubiertos. El mercado de seguros abre ma\xc3\xb1ana. https://t.co/9iRCkLRGZD',0,1033,5258,0,0
BarackObama,7.93E+17,31.10.16 18:08,"b'Speak up in support of quality, affordable health care for all. https://t.co/rGsSguMxvj'",0,1004,4999,-4,0
BarackObama,7.93E+17,31.10.16 17:00,"b""There's nothing to be scared of when searching for health insurance. Three in four people can #GetCovered for less\xe2\x80\xa6 https://t.co/BUmnRO9B3E""",-4,1796,7462,-4,-4
BarackObama,7.93E+17,31.10.16 15:33,b'Open enrollment begins tomorrow\xe2\x80\x94make sure you and your loved ones #GetCovered. https://t.co/2aak7Bt0s3',4,1052,4781,4,4
BarackObama,7.93E+17,30.10.16 22:21,"b""RT @OFA: Witch plan is best for you? Thanks to Obamacare, even pre-existing conditions can't stop you from comparing your options. #GetCove\xe2\x80\xa6""",4,632,0,4,0
BarackObama,7.92E+17,28.10.16 16:50,"b""Senate leaders' obstruction of our Supreme Court nomination process is unacceptable. Say so: https://t.co/t3pYMO8Fp0 #DoYourJob""",0,1399,5480,0,0
BarackObama,7.92E+17,28.10.16 15:07,"b""Senate leaders should put the common good above politics\xe2\x80\x94the integrity of our nation's highest court depends on it.\xe2\x80\xa6 https://t.co/iRVCEl1pzf""",4,3748,13041,0,0
BarackObama,7.92E+17,27.10.16 22:17,"b""Don't ghost on your health and well-being\xe2\x80\x94your chance to #GetCovered is coming up. Open enrollment starts November\xe2\x80\xa6 https://t.co/qwNLazuPiz""",0,1289,6130,4,4
BarackObama,7.92E+17,27.10.16 21:31,b'Climate change is happening now. Denial is dangerous. https://t.co/0Nlf8Fst4u',-4,4398,10528,0,0
BarackObama,7.92E+17,27.10.16 20:24,"b""If you're willing to work hard and play by the rules, you should be able to get ahead. https://t.co/394hdJttgO""",4,2053,8453,4,0
BarackObama,7.92E+17,27.10.16 18:55,b'President Obama lays out just a few of the ways in which #Obamacare has helped millions of Americans. https://t.co/qeqHRLz0ID',-4,1873,7613,-4,-4
BarackObama,7.92E+17,27.10.16 17:04,b'New report: Renewable energy installations are beating fossil fuel installations for the first time. https://t.co/MMhIdu4jzt #ActOnClimate',4,1620,4887,4,4
BarackObama,7.92E+17,27.10.16 15:27,b'Obamacare has helped millions of Americans gain the peace of mind that comes with coverage. Show your support: https://t.co/NfrG7DHL5C',0,1098,4932,0,0
BarackObama,7.91E+17,26.10.16 19:32,"b'This is what happens when we focus on building an economy that works for everyone, not just those at the top. https://t.co/op3Z74rPeI'",4,2168,7030,4,0
BarackObama,7.91E+17,26.10.16 17:33,"b""No one's too wrapped up in pre-existing conditions to #GetCovered. \nThanks to Obamacare, you can find a plan that m\xe2\x80\xa6 https://t.co/C7H9TZdxeU""",4,1522,7290,4,0
BarackObama,7.91E+17,26.10.16 16:26,"b""Help protect the progress we've made in helping millions of Americans get covered. Add your name now: https://t.co/HQSZKPl1eH""",0,812,3757,4,4
BarackObama,7.91E+17,26.10.16 15:01,b'DYK: Most people can find a plan for less than $75 per month. Open enrollment starts on November 1. #GetCovered https://t.co/9RGG5Pr4mb',4,1035,3975,4,4
BarackObama,7.91E+17,25.10.16 19:55,"b'Women, the sick, survivors\xe2\x80\x94they all deserve fair treatment in our health care system. #Obamacare https://t.co/G948HN7pzV'",-4,2299,9530,4,0
BarackObama,7.91E+17,25.10.16 18:01,"b""Don't get tripped up by misinformation. Join the @OFA Truth Team today: https://t.co/wJZj1QCxXm https://t.co/vwwDgFHq6A""",0,877,3324,0,0
BarackObama,7.91E+17,25.10.16 16:24,"b'RT @SecBurwell: Most people shopping on @HealthCareGov will again find plans with premiums of less than $75/month, thanks to financial assi\xe2\x80\xa6'",4,470,0,4,0
BarackObama,7.91E+17,25.10.16 15:25,"b""Be proud of the progress we've made together\xe2\x80\x94wear the mark of this movement. https://t.co/fYf2O9WAwG https://t.co/1Z4yJmYh4E""",4,1004,4974,4,4
BarackObama,7.91E+17,24.10.16 21:32,b'Strong policies that help working families get ahead are good for our economy. https://t.co/QRRhibjZCl',4,1817,6976,4,4
BarackObama,7.91E+17,24.10.16 20:11,b'The four-week average of jobless claims fell to the lowest level since 1973\xe2\x80\x94a sign of a healthy labor market. https://t.co/Lv7DnRM2DY',4,1406,4614,0,0
